Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level
EMP-13049,43,Female,Data Scientist,9635,4,3,4.9,3,172.3,2,2,5,3,0
EMP-13050,30,Male,Manager,8051,4,2,1.8,7,191.6,6,4,4,4,1
EMP-13051,37,Female,Sales Executive,7898,4,3,3.3,2,150.8,14,8,1,4,1
EMP-13052,49,Female,Software Engineer,10590,4,3,5.3,6,128.9,2,0,6,5,0
EMP-13053,42,Male,Analyst,8845,3,3,3.0,4,163.5,18,6,0,2,1
EMP-13054,27,Female,Software Engineer,8306,3,3,1.9,2,147.3,2,0,5,5,0
EMP-13055,33,Female,Software Engineer,7728,1,3,1.1,8,174.3,6,5,1,4,1
EMP-13056,20,Male,HR Specialist,3669,3,1,6.8,4,157.5,0,0,6,2,1
EMP-13057,43,Female,Software Engineer,9890,3,3,4.7,4,191.5,16,4,4,2,1
EMP-13058,41,Female,HR Specialist,7236,2,4,20.1,2,171.5,18,9,3,5,2
EMP-13059,38,Male,HR Specialist,10895,1,3,6.8,4,185.6,8,3,0,2,1
EMP-13060,39,Male,Data Scientist,6434,2,3,9.0,5,126.8,14,12,4,3,2
EMP-13061,35,Male,Manager,8404,2,3,4.9,5,250.0,3,0,4,4,1
EMP-13062,40,Male,Software Engineer,11564,4,1,6.2,8,200.8,8,8,4,4,2
EMP-13063,24,Female,HR Specialist,9192,3,2,4.6,7,180.5,3,2,4,3,1
EMP-13064,37,Male,HR Specialist,9661,4,3,17.3,8,161.8,12,4,4,1,0
EMP-13065,32,Male,Data Scientist,9639,3,2,6.8,2,161.5,1,0,4,2,0
EMP-13066,31,Female,Sales Executive,6771,4,4,2.9,7,194.3,9,0,1,3,0
EMP-13067,39,Female,Sales Executive,10621,4,2,17.2,5,163.4,12,8,2,3,1
EMP-13068,31,Male,HR Specialist,9403,3,4,1.6,4,172.8,3,1,6,4,0
EMP-13069,46,Female,Software Engineer,9724,4,3,5.5,2,142.6,12,1,4,3,0
EMP-13070,26,Male,Data Scientist,7501,3,2,3.1,4,164.8,0,0,0,2,0
EMP-13071,40,Male,Analyst,10445,3,4,6.5,6,158.3,3,1,2,3,0
EMP-13072,35,Female,Manager,7269,1,2,10.1,7,161.5,0,0,6,3,1
EMP-13073,24,Male,Manager,7044,3,4,7.1,3,162.9,0,0,5,4,0
EMP-13074,29,Male,Software Engineer,4868,3,2,1.7,8,192.1,1,0,5,1,0
EMP-13075,47,Female,Software Engineer,8529,3,2,5.2,7,155.2,4,0,5,4,0
EMP-13076,34,Female,Analyst,5881,4,4,6.6,8,129.2,6,0,4,3,0
EMP-13077,40,Female,Analyst,9538,3,4,4.1,6,171.4,15,0,1,1,0
EMP-13078,34,Male,Sales Executive,7686,3,3,4.2,7,157.3,3,2,6,4,0
EMP-13079,46,Male,Data Scientist,9160,1,3,6.6,4,138.0,9,3,4,3,1
EMP-13080,32,Male,HR Specialist,7226,3,3,6.7,4,158.3,1,0,2,3,0
EMP-13081,33,Male,Data Scientist,5880,3,4,2.5,4,144.1,9,8,4,2,1
EMP-13082,42,Female,HR Specialist,11134,3,3,24.9,8,160.8,8,4,1,3,1
EMP-13083,33,Female,HR Specialist,6567,3,1,9.3,8,164.5,13,8,5,5,2
EMP-13084,45,Female,Software Engineer,11261,3,2,2.4,6,189.2,12,2,3,2,0
EMP-13085,26,Female,Software Engineer,5606,3,3,15.2,6,167.6,4,2,3,4,0
EMP-13086,39,Male,HR Specialist,10991,2,2,5.8,2,188.6,0,0,1,3,0
EMP-13087,25,Male,HR Specialist,5249,3,3,12.3,8,185.4,3,3,3,4,1
EMP-13088,58,Male,Data Scientist,10119,3,2,21.6,4,151.7,15,6,2,3,1
EMP-13089,41,Male,Analyst,7036,4,1,7.6,2,143.7,0,0,6,2,0
EMP-13090,27,Female,Manager,6964,1,3,11.6,7,218.4,5,2,0,2,1
EMP-13091,32,Male,Software Engineer,7799,1,1,6.2,7,169.7,1,1,5,5,1
EMP-13092,31,Female,Manager,8116,4,2,14.9,3,167.4,5,3,3,4,0
EMP-13093,26,Female,Sales Executive,7289,4,4,1.2,2,212.2,1,1,3,3,0
EMP-13094,25,Female,Sales Executive,5372,3,3,6.8,3,138.3,0,0,4,2,0
EMP-13095,37,Male,Software Engineer,9681,3,3,9.1,2,169.5,15,0,6,3,0
EMP-13096,42,Male,Software Engineer,8276,4,2,5.6,6,204.8,0,0,2,4,0
EMP-13097,35,Male,Data Scientist,9103,3,2,4.8,2,160.3,10,6,4,5,1
EMP-13098,33,Male,Sales Executive,6747,2,4,5.1,5,173.8,8,8,1,4,1
EMP-13099,22,Female,Manager,8197,2,4,7.4,2,198.6,0,0,0,3,0
EMP-13100,25,Female,Manager,8659,2,2,9.5,5,158.1,1,0,6,2,0
EMP-13101,41,Female,Manager,7212,2,2,4.9,2,205.4,18,14,0,4,2
EMP-13102,36,Male,Sales Executive,7869,3,4,8.2,5,163.6,9,9,3,3,1
EMP-13103,43,Female,Analyst,10233,2,2,1.0,5,174.1,10,9,3,3,2
EMP-13104,20,Female,Manager,5953,4,4,11.7,5,177.4,0,0,6,4,0
EMP-13105,37,Male,HR Specialist,8828,4,2,15.3,3,147.1,12,7,2,2,1
EMP-13106,28,Female,Software Engineer,7246,4,2,1.0,2,135.7,8,4,5,3,0
EMP-13107,27,Male,Data Scientist,7931,3,4,18.5,6,163.2,6,5,4,4,1
EMP-13108,39,Male,Data Scientist,6686,4,2,14.6,4,182.7,7,3,5,4,1
EMP-13109,42,Female,Analyst,9227,3,4,8.0,8,167.6,5,1,2,3,0
EMP-13110,25,Female,Manager,6413,3,2,28.5,5,162.0,2,1,4,3,1
EMP-13111,40,Female,Manager,8970,2,3,6.9,6,135.0,10,1,0,3,0
EMP-13112,37,Male,Sales Executive,7682,4,3,23.3,4,174.8,15,2,1,2,0
EMP-13113,33,Male,Analyst,10152,3,1,16.3,6,135.9,7,6,1,3,1
EMP-13114,38,Male,HR Specialist,11299,3,2,14.4,5,185.6,2,1,2,3,0
EMP-13115,23,Male,Manager,6106,3,3,12.3,6,205.9,1,1,0,1,1
EMP-13116,31,Male,Manager,8466,4,3,16.2,3,170.3,3,0,4,4,0
EMP-13117,31,Female,Analyst,7960,4,1,13.3,6,152.6,1,1,0,2,0
EMP-13118,37,Male,Analyst,7376,1,3,5.4,2,152.1,8,6,5,3,2
EMP-13119,25,Female,Analyst,6688,3,2,12.1,6,179.4,1,0,3,3,0
EMP-13120,36,Female,Software Engineer,6352,3,2,13.3,7,154.4,16,12,4,4,2
EMP-13121,26,Female,Manager,7678,3,3,5.8,5,186.8,6,6,4,3,1
EMP-13122,41,Female,Software Engineer,8136,3,3,12.6,3,154.4,0,0,6,3,0
EMP-13123,30,Female,Manager,7419,3,1,6.5,4,170.2,7,6,0,4,2
EMP-13124,38,Female,Software Engineer,8669,1,3,8.9,4,169.3,13,8,5,3,2
EMP-13125,31,Female,Software Engineer,5617,4,1,11.5,2,150.8,2,1,0,5,0
EMP-13126,24,Male,Software Engineer,8228,2,2,12.9,2,173.2,0,0,5,3,1
EMP-13127,37,Female,Data Scientist,6316,3,2,27.1,4,162.1,12,2,3,3,1
EMP-13128,36,Female,Manager,6189,3,2,8.4,3,145.8,11,7,3,5,1
EMP-13129,34,Male,Sales Executive,5831,3,3,16.2,5,155.7,2,2,5,3,0
EMP-13130,31,Male,Manager,8825,2,2,5.6,2,146.7,1,1,6,1,0
EMP-13131,41,Male,HR Specialist,10905,3,2,14.8,3,189.2,0,0,5,4,0
EMP-13132,39,Male,Analyst,7715,4,4,1.8,5,201.8,4,1,0,3,0
EMP-13133,32,Female,Analyst,9205,4,3,1.2,4,198.0,5,0,6,1,0
EMP-13134,27,Female,Analyst,8790,1,2,8.1,4,194.0,0,0,4,1,1
EMP-13135,25,Male,Software Engineer,6050,3,4,12.7,6,138.5,0,0,3,3,0
EMP-13136,21,Female,Data Scientist,7026,4,2,13.4,7,220.0,1,1,1,1,1
EMP-13137,24,Female,Software Engineer,6070,4,2,2.5,8,137.2,1,1,2,1,0
EMP-13138,23,Male,Manager,8511,3,3,1.9,2,138.2,2,2,4,4,0
EMP-13139,37,Female,Analyst,10024,4,2,1.7,5,182.0,11,8,2,3,1
EMP-13140,25,Female,Manager,8399,4,3,3.4,8,147.4,3,0,0,2,0
EMP-13141,38,Male,Data Scientist,8390,1,4,15.8,2,141.5,17,2,5,4,1
EMP-13142,24,Male,Manager,6730,4,4,4.5,7,143.4,0,0,2,4,0
EMP-13143,28,Male,Manager,9274,4,3,7.9,5,180.4,2,1,1,3,0
EMP-13144,27,Female,Data Scientist,8453,4,3,22.0,6,156.5,1,0,4,4,0
EMP-13145,27,Female,Analyst,5698,2,3,4.1,7,204.1,3,1,2,4,1
EMP-13146,31,Male,Manager,7789,3,2,14.4,3,180.7,0,0,2,4,0
EMP-13147,23,Female,Data Scientist,5595,4,3,4.3,3,132.1,1,0,6,3,0
EMP-13148,35,Male,Sales Executive,10109,3,2,8.2,2,166.0,0,0,0,2,0
EMP-13149,22,Female,HR Specialist,3928,3,3,10.2,8,216.0,0,0,4,2,0
EMP-13150,33,Male,Software Engineer,6666,2,4,29.9,8,149.9,6,1,4,5,0
EMP-13151,21,Male,Analyst,5219,4,4,11.7,7,155.6,0,0,2,3,0
EMP-13152,49,Female,HR Specialist,8644,4,3,3.2,8,164.0,10,10,3,4,1
EMP-13153,30,Male,Data Scientist,9623,4,3,6.4,7,164.2,6,5,4,2,0
EMP-13154,40,Female,Analyst,11805,1,4,7.2,6,186.6,0,0,3,2,0
EMP-13155,22,Male,Manager,5892,3,2,6.5,8,195.9,0,0,1,3,0
EMP-13156,35,Female,Data Scientist,8971,4,4,9.9,2,142.7,13,1,4,5,0
EMP-13157,34,Male,Sales Executive,8874,3,4,4.0,7,164.2,12,7,2,1,1
EMP-13158,29,Female,Analyst,6731,3,2,10.5,2,133.9,1,0,4,4,0
EMP-13159,25,Female,HR Specialist,7920,2,3,9.4,4,181.8,1,0,0,4,0
EMP-13160,38,Male,HR Specialist,6551,4,3,6.1,5,172.5,15,13,1,3,2
EMP-13161,51,Male,Analyst,9764,3,2,4.7,6,146.5,9,0,6,4,0
EMP-13162,45,Male,Software Engineer,9938,3,3,23.0,5,138.2,24,8,4,3,1
EMP-13163,27,Male,Data Scientist,8385,3,3,13.5,4,157.3,1,1,1,2,0
EMP-13164,34,Female,Data Scientist,6658,3,2,8.2,3,207.8,3,3,4,3,1
EMP-13165,40,Female,Analyst,10227,4,2,8.7,6,190.6,4,3,4,1,0
EMP-13166,43,Female,Analyst,11555,2,4,22.2,5,183.5,0,0,2,2,0
EMP-13167,43,Male,Software Engineer,7433,3,3,14.5,4,158.7,18,17,6,3,2
EMP-13168,53,Male,Data Scientist,13418,4,2,2.5,5,185.5,27,25,0,4,2
EMP-13169,34,Female,Manager,7539,3,2,10.7,8,172.5,6,5,2,3,1
EMP-13170,27,Female,HR Specialist,8079,3,2,11.9,7,209.2,4,0,2,3,1
EMP-13171,27,Female,Sales Executive,6205,4,3,13.6,7,207.0,1,1,6,2,0
EMP-13172,34,Male,Manager,7227,3,2,11.9,8,149.8,3,0,0,4,0
EMP-13173,33,Male,Software Engineer,5319,3,4,14.5,8,211.0,8,8,1,4,2
EMP-13174,37,Female,Software Engineer,8299,4,3,3.2,7,149.9,15,14,4,2,2
EMP-13175,26,Male,Data Scientist,9548,3,3,3.2,5,166.9,4,4,6,2,1
EMP-13176,29,Male,Data Scientist,4702,4,2,5.6,7,178.4,9,0,4,3,0
EMP-13177,36,Male,Sales Executive,5767,2,2,7.2,3,217.0,0,0,1,1,1
EMP-13178,39,Female,Sales Executive,9179,3,4,12.0,3,158.3,7,4,2,1,0
EMP-13179,26,Female,Manager,7836,1,4,16.2,7,160.2,4,1,6,3,1
EMP-13180,22,Female,Data Scientist,8184,3,4,4.0,2,147.0,1,1,6,3,0
EMP-13181,46,Male,Sales Executive,8951,3,3,2.9,5,137.3,4,0,0,3,0
EMP-13182,37,Female,Software Engineer,7204,4,4,1.0,2,141.8,3,0,5,3,0
EMP-13183,40,Female,Data Scientist,10801,2,3,13.5,8,204.8,17,9,4,4,2
EMP-13184,26,Male,Manager,4881,2,2,7.2,8,160.3,1,0,3,4,1
EMP-13185,27,Female,Software Engineer,5012,3,3,14.4,4,201.7,6,5,6,5,1
EMP-13186,21,Male,Sales Executive,7803,2,4,4.9,7,182.5,0,0,0,3,0
EMP-13187,29,Male,Software Engineer,5516,2,2,7.5,8,205.3,9,3,3,2,1
EMP-13188,54,Male,HR Specialist,10808,3,3,2.7,3,148.5,0,0,6,2,0
EMP-13189,27,Female,Analyst,7018,1,2,1.8,2,177.7,1,0,2,2,1
EMP-13190,26,Female,Manager,4444,4,1,2.8,5,214.8,0,0,5,3,1
EMP-13191,27,Male,Manager,7243,3,4,14.5,2,169.1,7,0,1,4,0
EMP-13192,23,Female,Sales Executive,6261,2,2,6.4,2,184.3,2,1,4,4,1
EMP-13193,35,Female,Sales Executive,11060,4,2,9.3,2,178.3,8,2,0,3,0
EMP-13194,46,Female,HR Specialist,9885,4,2,14.2,6,164.5,22,0,6,4,0
EMP-13195,34,Female,Manager,10023,4,2,12.8,7,192.3,8,3,5,3,0
EMP-13196,38,Female,Analyst,6353,3,3,11.9,4,171.3,12,1,0,4,0
EMP-13197,20,Male,HR Specialist,7824,1,3,5.4,6,178.7,0,0,3,3,1
EMP-13198,39,Female,Analyst,8919,1,3,20.2,4,148.7,5,5,6,3,1
EMP-13199,35,Male,Analyst,8477,3,2,16.0,2,204.8,14,1,1,1,1
EMP-13200,28,Male,Sales Executive,5552,1,3,20.9,2,151.2,7,4,1,2,1
EMP-13201,32,Female,Sales Executive,7453,4,1,3.0,8,154.8,6,6,4,5,1
EMP-13202,34,Female,Manager,8877,3,4,20.9,4,124.4,9,2,0,3,0
EMP-13203,41,Male,Sales Executive,9222,3,2,22.1,5,175.2,1,1,6,3,0
EMP-13204,42,Female,Manager,10156,4,1,3.3,3,189.4,7,7,3,3,1
EMP-13205,42,Female,Analyst,7735,2,4,6.8,2,173.8,10,9,3,1,2
EMP-13206,32,Male,Data Scientist,7994,2,3,6.3,5,194.2,10,2,3,2,1
EMP-13207,30,Male,HR Specialist,7301,4,4,1.4,2,171.1,1,1,6,1,0
EMP-13208,20,Male,Manager,6677,2,3,5.1,7,192.5,0,0,0,3,0
EMP-13209,54,Female,Software Engineer,11147,4,1,4.5,5,152.1,16,5,4,3,1
EMP-13210,23,Male,Sales Executive,6266,4,3,11.3,8,177.5,1,0,2,3,0
EMP-13211,33,Female,Analyst,7445,2,4,7.0,8,147.2,6,1,2,5,0
EMP-13212,39,Female,Data Scientist,9569,3,2,2.0,5,178.0,7,2,6,2,0
EMP-13213,35,Male,Sales Executive,5988,3,1,4.2,7,146.5,10,4,4,3,1
EMP-13214,29,Male,Sales Executive,8596,3,3,7.5,3,166.6,8,0,4,1,0
EMP-13215,43,Male,Software Engineer,11458,4,3,17.7,8,147.9,2,2,3,4,0
EMP-13216,38,Female,HR Specialist,9757,3,3,8.1,6,147.2,1,0,3,4,0
EMP-13217,49,Female,Manager,9783,3,2,25.2,4,154.5,16,11,4,3,2
EMP-13218,39,Female,Sales Executive,10898,3,3,3.0,8,146.2,3,3,3,3,0
EMP-13219,25,Female,Manager,8061,4,3,16.3,6,127.6,5,2,5,5,0
EMP-13220,39,Female,Software Engineer,11337,2,3,19.7,2,155.5,2,2,1,3,0
EMP-13221,46,Male,Software Engineer,11119,4,4,6.6,4,167.9,16,0,1,1,0
EMP-13222,44,Female,Data Scientist,8926,4,3,5.2,6,189.4,12,8,5,3,1
EMP-13223,45,Male,HR Specialist,8427,1,4,1.1,4,140.2,6,3,4,4,0
EMP-13224,46,Female,HR Specialist,8671,4,2,29.1,8,206.3,22,18,4,3,2
EMP-13225,31,Female,Data Scientist,5928,3,3,9.0,3,161.8,6,2,3,3,0
EMP-13226,38,Female,Data Scientist,6312,3,4,12.1,2,172.6,12,9,3,3,1
EMP-13227,34,Male,Data Scientist,10021,2,4,7.8,6,185.8,2,2,3,5,0
EMP-13228,28,Female,Data Scientist,9410,3,3,11.7,4,164.3,4,2,1,4,0
EMP-13229,20,Female,Analyst,4077,2,3,17.6,2,174.6,0,0,6,2,1
EMP-13230,52,Female,Data Scientist,10622,4,3,1.7,2,173.3,19,4,2,3,0
EMP-13231,41,Male,Software Engineer,7001,3,2,6.9,3,189.4,17,5,4,4,1
EMP-13232,20,Male,HR Specialist,4356,4,3,1.4,8,171.9,0,0,3,3,0
EMP-13233,43,Male,Data Scientist,9065,3,2,12.0,5,169.2,18,2,4,3,0
EMP-13234,27,Male,Manager,6667,4,1,3.5,7,131.2,0,0,6,5,0
EMP-13235,44,Male,Manager,9644,3,3,10.9,2,148.9,0,0,5,3,0
EMP-13236,45,Female,Analyst,11577,3,1,5.8,4,132.3,10,7,2,3,1
EMP-13237,36,Female,Data Scientist,8268,3,4,5.8,5,151.4,0,0,1,3,0
EMP-13238,20,Female,Software Engineer,7169,3,3,6.1,6,214.1,0,0,0,2,0
EMP-13239,40,Male,Software Engineer,9244,3,2,8.1,5,215.5,11,2,3,3,1
EMP-13240,28,Male,Manager,4553,3,2,8.8,2,135.6,5,3,0,2,1
EMP-13241,33,Female,HR Specialist,7161,3,4,30.5,6,171.1,1,1,4,1,0
EMP-13242,34,Female,Software Engineer,6922,3,3,6.9,8,156.8,3,1,6,3,0
EMP-13243,30,Male,Software Engineer,9542,2,3,11.9,8,158.5,6,1,3,3,0
EMP-13244,33,Female,HR Specialist,8745,2,4,10.4,6,195.6,4,3,4,1,1
EMP-13245,20,Male,Software Engineer,7380,2,2,3.6,3,120.0,0,0,4,3,0
EMP-13246,25,Male,Analyst,5095,3,4,4.6,8,145.8,3,1,3,4,0
EMP-13247,34,Male,HR Specialist,6741,3,3,19.2,3,126.8,13,10,0,3,2
EMP-13248,20,Male,Sales Executive,5660,1,2,9.4,8,142.1,0,0,5,1,1
EMP-13249,33,Male,Manager,8472,2,3,8.1,7,165.1,9,3,5,3,1
EMP-13250,38,Female,HR Specialist,7869,3,3,1.0,2,182.8,14,13,3,2,2
EMP-13251,36,Female,Data Scientist,6986,4,3,10.0,3,174.4,4,4,2,4,0
EMP-13252,37,Female,HR Specialist,8513,4,4,1.0,8,146.1,6,0,2,1,0
EMP-13253,52,Male,Manager,10356,3,2,20.7,2,152.4,26,9,5,2,2
EMP-13254,26,Male,Analyst,4979,2,1,7.4,8,211.9,0,0,0,2,1
EMP-13255,35,Male,Data Scientist,5821,1,4,9.7,6,195.2,13,3,5,3,1
EMP-13256,42,Female,Manager,10930,3,3,8.6,2,164.3,1,1,2,3,0
EMP-13257,29,Female,Analyst,8391,3,3,8.6,4,205.4,2,1,1,5,0
EMP-13258,32,Male,Sales Executive,6465,4,3,5.9,4,181.3,7,6,4,5,1
EMP-13259,37,Female,Software Engineer,7875,3,2,4.0,6,221.0,17,0,6,3,0
EMP-13260,34,Male,HR Specialist,7206,4,4,5.5,7,180.9,1,0,3,4,0
EMP-13261,35,Male,Sales Executive,8660,1,3,3.5,4,161.0,11,0,1,4,0
EMP-13262,28,Male,Manager,6234,4,3,24.0,5,191.4,5,0,5,4,0
EMP-13263,30,Male,Data Scientist,9297,3,3,11.2,4,130.8,3,1,3,2,0
EMP-13264,21,Male,Manager,5891,3,4,11.6,5,169.5,0,0,0,3,0
EMP-13265,28,Female,Manager,9757,3,3,8.5,7,165.1,1,1,1,1,0
EMP-13266,38,Male,Sales Executive,7846,2,3,9.7,3,197.2,0,0,0,3,0
EMP-13267,25,Male,Software Engineer,6380,2,4,14.8,3,169.6,1,1,6,3,0
EMP-13268,33,Female,Data Scientist,6393,2,2,5.0,8,152.3,1,1,2,5,1
EMP-13269,33,Male,Data Scientist,6122,3,1,10.6,8,156.8,6,6,4,4,2
EMP-13270,24,Male,Analyst,7160,3,4,3.6,2,181.4,0,0,4,3,0
EMP-13271,35,Female,Software Engineer,8046,1,1,11.3,3,211.3,3,1,6,2,2
EMP-13272,32,Female,Manager,8374,4,2,8.2,4,156.8,8,7,6,3,1
EMP-13273,26,Male,Analyst,5731,1,2,7.7,8,133.0,0,0,2,1,1
EMP-13274,40,Female,Manager,11114,3,4,5.4,3,169.7,6,2,4,3,0
EMP-13275,38,Male,HR Specialist,8780,2,2,10.7,5,151.8,2,2,2,2,1
EMP-13276,35,Male,Data Scientist,6751,4,4,11.9,2,155.3,9,7,2,2,1
EMP-13277,33,Male,HR Specialist,8030,4,4,14.4,5,150.7,12,6,4,4,0
EMP-13278,33,Male,Sales Executive,9417,3,3,17.8,5,187.6,6,2,6,4,0
EMP-13279,28,Female,HR Specialist,6183,1,2,8.2,7,176.6,0,0,5,2,1
EMP-13280,35,Male,Software Engineer,10639,2,4,17.2,3,211.1,7,1,6,1,0
EMP-13281,38,Female,Data Scientist,6839,4,3,8.2,8,181.5,16,16,4,5,2
EMP-13282,40,Male,HR Specialist,8543,3,3,2.4,6,173.8,0,0,6,1,0
EMP-13283,36,Female,Data Scientist,9491,4,2,19.8,7,120.0,0,0,3,2,0
EMP-13284,28,Male,Software Engineer,6244,3,3,2.8,6,154.3,5,2,3,5,0
EMP-13285,51,Male,Sales Executive,11102,3,2,10.4,2,191.3,26,19,3,1,2
EMP-13286,22,Male,Analyst,5357,2,2,2.6,8,178.8,0,0,3,5,1
EMP-13287,29,Female,Analyst,7932,3,3,4.5,4,180.3,3,3,0,3,1
EMP-13288,42,Male,HR Specialist,6244,4,2,9.9,7,208.4,17,14,6,1,2
EMP-13289,20,Female,Software Engineer,7289,3,2,27.3,2,168.4,0,0,4,2,0
EMP-13290,38,Female,Manager,8232,3,2,7.5,4,214.5,16,4,5,4,1
EMP-13291,40,Female,HR Specialist,10155,2,3,13.5,5,176.1,3,2,5,3,1
EMP-13292,47,Female,Analyst,9553,3,1,34.1,7,155.0,10,7,1,3,2
EMP-13293,40,Female,HR Specialist,8536,3,3,7.3,4,138.9,16,0,5,3,0
EMP-13294,47,Female,HR Specialist,10377,2,1,9.8,2,187.1,0,0,0,1,1
EMP-13295,30,Female,Software Engineer,8324,3,2,4.5,7,166.7,6,6,2,3,1
EMP-13296,31,Female,Software Engineer,6747,4,3,12.2,2,150.0,8,1,2,2,0
EMP-13297,36,Male,Software Engineer,9928,3,2,1.9,7,162.1,7,2,5,3,0
EMP-13298,26,Male,Sales Executive,4082,2,3,3.0,3,172.5,2,1,5,3,1
EMP-13299,47,Male,Sales Executive,9597,4,4,11.7,8,155.6,15,8,0,2,1
EMP-13300,33,Female,Software Engineer,6970,3,4,4.7,7,169.4,11,10,4,5,1
EMP-13301,20,Female,Manager,4493,2,3,2.4,4,195.9,0,0,2,3,1
EMP-13302,34,Female,HR Specialist,9092,4,2,20.5,8,183.9,1,0,1,4,0
EMP-13303,23,Female,Software Engineer,9143,2,3,1.2,6,181.2,1,1,5,4,0
EMP-13304,30,Female,Software Engineer,6638,1,2,7.7,2,162.5,0,0,6,4,1
EMP-13305,34,Female,HR Specialist,7001,3,2,22.0,5,174.0,5,3,1,3,1
EMP-13306,29,Female,Software Engineer,7157,4,4,19.5,3,176.2,4,0,5,5,0
EMP-13307,28,Male,Manager,7195,2,3,12.9,8,186.6,1,1,1,3,1
EMP-13308,26,Male,Software Engineer,8801,2,3,15.0,2,125.1,4,4,2,3,1
EMP-13309,34,Female,Data Scientist,6265,3,2,4.8,5,202.1,4,1,5,3,1
EMP-13310,29,Male,Sales Executive,5433,3,3,17.6,2,178.3,0,0,3,1,0
EMP-13311,42,Male,Manager,6083,3,2,9.7,3,173.3,20,1,3,3,0
EMP-13312,35,Male,Software Engineer,7839,1,3,2.1,8,156.5,13,9,5,1,2
EMP-13313,31,Male,Sales Executive,7450,3,2,9.2,5,159.8,7,0,5,3,0
EMP-13314,33,Female,Analyst,8169,4,3,9.4,6,176.6,3,1,3,3,0
EMP-13315,34,Male,Software Engineer,6614,1,3,11.9,7,156.4,2,2,6,1,1
EMP-13316,38,Female,Manager,7220,2,4,6.7,4,153.4,1,0,0,4,0
EMP-13317,23,Female,Software Engineer,4024,3,3,14.6,4,155.0,0,0,4,2,0
EMP-13318,31,Male,Analyst,7247,1,3,5.2,3,171.8,8,1,2,2,1
EMP-13319,45,Female,HR Specialist,9586,3,3,1.0,6,142.5,11,8,3,4,1
EMP-13320,28,Female,Data Scientist,9447,3,3,6.2,3,125.7,4,1,1,3,0
EMP-13321,48,Female,Analyst,10405,2,2,12.7,2,177.4,10,1,1,3,1
EMP-13322,32,Male,Analyst,7949,1,3,4.8,6,140.8,9,2,4,2,1
EMP-13323,28,Male,HR Specialist,5282,4,4,24.4,4,180.7,6,6,4,1,1
EMP-13324,20,Male,HR Specialist,5993,3,3,10.1,5,209.8,0,0,5,1,0
EMP-13325,35,Male,Data Scientist,5847,1,3,24.0,8,171.2,10,9,0,3,2
EMP-13326,35,Male,Software Engineer,8635,2,2,10.6,3,188.5,15,8,3,2,2
EMP-13327,37,Male,Manager,7802,3,3,5.0,5,161.8,9,3,3,3,0
EMP-13328,44,Female,Manager,9049,3,2,15.2,2,159.5,19,10,6,4,2
EMP-13329,37,Male,Sales Executive,9611,2,3,3.4,5,151.3,1,0,1,2,0
EMP-13330,42,Female,Manager,11996,4,2,3.8,3,181.2,5,4,3,4,0
EMP-13331,47,Female,HR Specialist,9165,3,3,12.8,3,205.4,17,15,0,1,2
EMP-13332,48,Male,HR Specialist,8295,3,4,9.9,6,160.7,11,5,3,3,0
EMP-13333,34,Female,HR Specialist,6002,2,4,5.2,3,168.6,8,7,6,4,1
EMP-13334,42,Male,HR Specialist,7451,4,2,23.4,7,175.1,18,18,3,2,2
EMP-13335,32,Male,Sales Executive,10444,4,4,5.6,7,224.1,7,6,4,3,1
EMP-13336,33,Female,Software Engineer,8097,4,3,15.7,3,160.0,9,6,4,4,1
EMP-13337,21,Female,Analyst,7817,4,2,8.4,7,179.7,0,0,5,2,0
EMP-13338,36,Female,Manager,9908,3,2,15.2,2,179.6,0,0,1,1,0
EMP-13339,54,Female,Manager,12092,4,3,6.5,7,188.6,19,3,6,2,0
EMP-13340,29,Female,Manager,6296,2,3,2.7,3,148.4,0,0,1,5,0
EMP-13341,40,Male,Manager,11280,4,1,6.7,7,214.2,13,1,1,3,0
EMP-13342,35,Male,Manager,7726,2,3,4.6,2,136.2,11,3,6,3,1
EMP-13343,59,Male,Manager,9330,2,3,7.9,5,207.3,6,2,0,3,1
EMP-13344,29,Male,Analyst,6205,1,4,31.8,2,163.0,4,0,5,1,1
EMP-13345,47,Female,HR Specialist,12201,3,2,10.5,7,185.5,24,20,4,3,2
EMP-13346,41,Female,Sales Executive,9950,4,2,10.0,3,201.6,15,5,6,2,1
EMP-13347,49,Female,Software Engineer,12870,1,2,25.5,4,201.5,6,2,1,4,1
EMP-13348,53,Male,Analyst,9208,2,4,5.5,5,188.7,0,0,5,3,0
EMP-13349,38,Male,Data Scientist,6456,3,2,6.8,5,184.1,2,1,5,4,0
EMP-13350,38,Female,Software Engineer,7921,4,3,14.3,8,148.0,2,1,4,1,0
EMP-13351,20,Male,Software Engineer,6070,4,2,9.7,4,190.6,0,0,1,3,0
EMP-13352,36,Female,Analyst,7827,4,3,16.4,4,149.2,2,1,4,5,0
EMP-13353,33,Female,Sales Executive,8410,3,2,13.7,2,172.5,9,0,1,1,0
EMP-13354,46,Male,Manager,12559,1,4,7.7,7,164.7,5,2,1,3,0
EMP-13355,32,Male,Manager,9808,4,3,6.3,7,206.9,7,5,4,4,1
